np, ms
1, 86.8387
2, 46.4432
3, 30.8376
4, 25.7575
5, 31.6904
6, 31.7497
7, 34.6781
8, 36.9370
9, 36.7416
10, 37.6294
11, 37.1695
12, 38.2129
13, 38.3812
14, 38.0611
15, 35.8523
16, 38.0735
