0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.12, 0.14, 0.16, 0.18, 0.2, 0.22, 0.24, 0.26, 0.28, 0.3, 0.32, 0.34, 0.36, 0.38, 0.4, 0.42, 0.44, 0.46, 0.48, 0.5, 0.52, 0.54, 0.56, 0.58, 0.6, 0.62, 0.64, 0.66, 0.68, 0.70, 0.72, 0.74, 0.76, 0.78, 0.8, 0.82, 0.84, 0.86, 0.88, 0.9, 0.92, 0.94, 0.96, 0.98, 1.0
0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 0
0, 0.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.5, 0
0, 0.5, 0.75, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.75, 0.5, 0
0, 0.375, 0.75, 0.875, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.875, 0.75, 0.375, 0
0, 0.375, 0.625, 0.875, 0.9375, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.9375, 0.875, 0.625, 0.375, 0
0, 0.3125, 0.625, 0.78125, 0.9375, 0.96875, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.96875, 0.9375, 0.78125, 0.625, 0.3125, 0
0, 0.3125, 0.546875, 0.78125, 0.875, 0.96875, 0.984375, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.984375, 0.96875, 0.875, 0.78125, 0.546875, 0.3125, 0
0, 0.273438, 0.546875, 0.710938, 0.875, 0.929688, 0.984375, 0.992188, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.992188, 0.984375, 0.929688, 0.875, 0.710938, 0.546875, 0.273438, 0
0, 0.273438, 0.492188, 0.710938, 0.820312, 0.929688, 0.960938, 0.992188, 0.996094, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.996094, 0.992188, 0.960938, 0.929688, 0.820312, 0.710938, 0.492188, 0.273438, 0
0, 0.246094, 0.492188, 0.65625, 0.820312, 0.890625, 0.960938, 0.978516, 0.996094, 0.998047, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998047, 0.996094, 0.978516, 0.960938, 0.890625, 0.820312, 0.65625, 0.492188, 0.246094, 0
0, 0.246094, 0.451172, 0.65625, 0.773438, 0.890625, 0.93457, 0.978516, 0.988281, 0.998047, 0.999023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999023, 0.998047, 0.988281, 0.978516, 0.93457, 0.890625, 0.773438, 0.65625, 0.451172,0.246094, 0
0, 0.225586, 0.451172, 0.612305, 0.773438, 0.854004, 0.93457, 0.961426, 0.988281, 0.993652, 0.999023, 0.999512, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999512, 0.999023, 0.993652, 0.988281, 0.961426, 0.93457, 0.854004, 0.773438, 0.612305, 0.451172, 0.225586, 0
0, 0.225586, 0.418945, 0.612305, 0.733154, 0.854004, 0.907715, 0.961426, 0.977539, 0.993652, 0.996582, 0.999512, 0.999756, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999756, 0.999512, 0.996582, 0.993652, 0.977539, 0.961426, 0.907715, 0.854004, 0.733154, 0.612305, 0.418945, 0.225586, 0
0, 0.209473, 0.418945, 0.57605, 0.733154, 0.820435, 0.907715, 0.942627, 0.977539, 0.987061, 0.996582, 0.998169, 0.999756, 0.999878, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999878, 0.999756, 0.998169, 0.996582, 0.987061, 0.977539, 0.942627, 0.907715, 0.820435, 0.733154, 0.57605, 0.418945, 0.209473, 0
0, 0.209473, 0.392761, 0.57605, 0.698242, 0.820435, 0.881531, 0.942627, 0.964844, 0.987061, 0.992615, 0.998169, 0.999023, 0.999878, 0.999939, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999939, 0.999878, 0.999023, 0.998169, 0.992615, 0.987061, 0.964844, 0.942627, 0.881531, 0.820435, 0.698242, 0.57605, 0.392761, 0.209473, 0
0, 0.196381, 0.392761, 0.545502, 0.698242, 0.789886, 0.881531, 0.923187, 0.964844, 0.978729, 0.992615, 0.995819, 0.999023, 0.999481, 0.999939, 0.999969, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999969, 0.999939, 0.999481, 0.999023, 0.995819, 0.992615, 0.978729, 0.964844, 0.923187, 0.881531, 0.789886, 0.698242, 0.545502, 0.392761, 0.196381, 0
0, 0.196381, 0.370941, 0.545502, 0.667694, 0.789886, 0.856537, 0.923187, 0.950958, 0.978729, 0.987274, 0.995819, 0.99765, 0.999481, 0.999725, 0.999969, 0.999985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999985, 0.999969, 0.999725, 0.999481, 0.99765, 0.995819, 0.987274, 0.978729, 0.950958, 0.923187, 0.856537, 0.789886, 0.667694, 0.545502, 0.370941, 0.196381, 0
0, 0.185471, 0.370941, 0.519318, 0.667694, 0.762115, 0.856537, 0.903748, 0.950958, 0.969116, 0.987274, 0.992462, 0.99765, 0.998688, 0.999725, 0.999855, 0.999985, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999992, 0.999985, 0.999855, 0.999725, 0.998688, 0.99765,0.992462, 0.987274, 0.969116, 0.950958, 0.903748, 0.856537, 0.762115, 0.667694, 0.519318, 0.370941, 0.185471, 0
0, 0.185471, 0.352394, 0.519318, 0.640717, 0.762115, 0.832932, 0.903748, 0.936432, 0.969116, 0.980789, 0.992462, 0.995575, 0.998688, 0.999271, 0.999855, 0.999924, 0.999992, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999996, 0.999992, 0.999924, 0.999855, 0.999271, 0.998688, 0.995575, 0.992462, 0.980789, 0.969116, 0.936432, 0.903748, 0.832932, 0.762115, 0.640717, 0.519318, 0.352394, 0.185471, 0
0, 0.176197, 0.352394, 0.496555, 0.640717, 0.736824, 0.832932, 0.884682, 0.936432, 0.958611, 0.980789, 0.988182, 0.995575, 0.997423, 0.999271, 0.999598, 0.999924, 0.99996, 0.999996, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999998, 0.999996, 0.99996, 0.999924, 0.999598, 0.999271, 0.997423, 0.995575, 0.988182, 0.980789, 0.958611, 0.936432, 0.884682, 0.832932, 0.736824, 0.640717, 0.496555, 0.352394, 0.176197,0
